Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Multiplatform
1827,Brothers In Arms: Road to Hill 30,XB PS2,2005,Shooter,Ubisoft,0.87,0.15,0,0.08,1.12,1
1828,Enslaved: Odyssey to the West,PS3 X360,2010,Action,Namco Bandai Games,0.54,0.43,0.01,0.14,1.12,1
1829,MLB 12: The Show,PS3 PSV,2012,Sports,Sony Computer Entertainment,1.04,0,0,0.08,1.12,1
1830,Lost: Via Domus,X360 PS3 PC,2008,Action,Ubisoft,0.37,0.58,0,0.16,1.12,1
1831,Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0,1.12,0,0,1.12,0
1832,Stranglehold,X360 PS3,2007,Shooter,Midway Games,0.64,0.36,0.01,0.12,1.12,1
1833,TRON: Evolution,PS3 X360 DS PSP PC,2010,Action,Disney Interactive Studios,0.78,0.21,0,0.1,1.12,1
1834,Donkey Kong Jr.,NES,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,0
1835,Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,0.85,0.23,0,0.04,1.11,0
1836,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0,0.15,1.11,0
1837,Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,0.52,0.35,0,0.23,1.11,0
1838,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01,1.11,0
1839,Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.62,0.4,0,0.08,1.11,0
1840,Pikmin 3,WiiU,2013,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,0
1841,The Darkness,PS3 X360,2007,Shooter,Take-Two Interactive,0.56,0.38,0.01,0.17,1.11,1
1842,Mega Man X4,PS SAT,1996,Action,Virgin Interactive,0.45,0.3,0.29,0.07,1.11,1
1843,Doom 3 BFG Edition,PS3 X360 PC,2012,Shooter,Bethesda Softworks,0.54,0.41,0,0.15,1.11,1
1844,Sonic Riders: Zero Gravity,Wii PS2,2008,Racing,Sega,0.59,0.39,0.02,0.12,1.11,1
1845,Final Fantasy XI: Wings of the Goddess,PS2 X360,2007,Role-Playing,Square Enix,0.6,0.27,0.11,0.11,1.11,1
1846,Legend of Mana,PS,1999,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11,0
1847,Barbie as The Island Princess,Wii DS GBA PS2,2007,Adventure,Activision,0.92,0.11,0,0.07,1.11,1
1848,Street Fighter Alpha: Warriors' Dreams,PS SAT,1995,Fighting,Virgin Interactive,0.17,0.11,0.78,0.05,1.11,1
1849,The Princess and the Frog,DS Wii,2009,Platform,Disney Interactive Studios,0.7,0.3,0,0.1,1.11,1
1850,NHL 14,PS3 X360,2013,Sports,Electronic Arts,0.68,0.29,0,0.13,1.11,1
1851,Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0,0.07,1.1,0
1852,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1,0
1853,Megamania,2600,1981,Shooter,Activision,1.03,0.06,0,0.01,1.1,0
1854,Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,0
1855,Worms Armageddon,PS N64,1999,Strategy,Microprose,0.21,0.82,0,0.08,1.1,1
1856,NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.92,0.09,0,0.09,1.1,0
1857,SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment,0,0.84,0,0.25,1.1,0
1858,SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment,0.12,0.75,0,0.23,1.1,0
1859,Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0,0.01,1.1,0
1860,Tony Hawk: Shred,Wii PS3 X360,2010,Sports,Activision,0.76,0.25,0,0.1,1.1,1
1861,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games,0,0,1.1,0,1.1,0
1862,The Final Fantasy Legend,GB,1989,Role-Playing,SquareSoft,0,0,1.1,0,1.1,0
1863,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1,0
1864,MySims Racing,DS Wii,2009,Racing,Electronic Arts,0.45,0.52,0,0.12,1.1,1
1865,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,Konami Digital Entertainment,0,0,1.1,0,1.1,0
1866,F-Zero X,N64,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1,0
1867,Skate,X360 PS3,2007,Sports,Electronic Arts,0.91,0.09,0,0.1,1.1,1
1868,Rocky,PS2 XB GC,2002,Fighting,Rage Software,0.6,0.38,0,0.12,1.1,1
1869,Mass Effect Trilogy,X360 PS3 PC,2012,Action,Electronic Arts,0.74,0.26,0,0.1,1.1,1
1870,Crash Tag Team Racing,PS2 PSP GC XB,2005,Racing,Vivendi Games,0.64,0.33,0,0.11,1.09,1
1871,Conflict: Desert Storm II - Back to Bagdhad,PS2 XB GC,2003,Shooter,SCi,0.62,0.36,0,0.11,1.09,1
1872,The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,0
1873,Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0,0.11,1.09,0
1874,Endless Ocean,Wii,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,0
1875,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.09,0
1876,Sonic Free Riders,X360,2010,Racing,Sega,0.74,0.26,0,0.09,1.09,0
1877,NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0,0.02,1.09,0
1878,Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.52,0.08,0.2,1.09,0
1879,Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0,0.02,1.09,0
1880,Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,0
1881,Imagine: Babysitters,DS,2008,Simulation,Ubisoft,0.63,0.36,0,0.1,1.09,0
1882,Densha De Go!,PS,1997,Simulation,Taito,0,0,1.02,0.07,1.09,0
1883,Batman Begins,PS2 XB GBA GC,2005,Action,Electronic Arts,0.66,0.33,0,0.08,1.09,1
1884,You Don't Know Jack,PS Wii X360 PS3 DS PC,1999,Misc,Vivendi Games,0.85,0.15,0,0.07,1.09,1
1885,The Warriors,PS2 XB PSP,2005,Action,Take-Two Interactive,0.88,0.1,0,0.11,1.09,1
1886,MVP 06 NCAA Baseball,PS2 XB,2006,Sports,Electronic Arts,0.87,0.09,0,0.11,1.09,1
1887,Major League Baseball 2K11,X360 PS3 Wii DS PC PSP PS2,2011,Sports,Take-Two Interactive,0.92,0.09,0,0.09,1.09,1
1888,F.E.A.R. 2: Project Origin,X360 PS3 PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.52,0.41,0.01,0.14,1.09,1
1889,Dragon Ball Z: Budokai Tenkaichi 2,PS2 Wii,2006,Fighting,Atari,0.9,0.05,0,0.13,1.09,1
1890,Virtua Tennis 2009,PS3 Wii X360,2009,Sports,Sega,0.34,0.62,0,0.14,1.09,1
1891,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360 PS3,2010,Shooter,Activision,0.61,0.34,0,0.13,1.09,1
1892,G.I. Joe: The Rise of Cobra,X360 Wii PS3 PS2 PSP DS,2009,Action,Electronic Arts,0.78,0.18,0,0.13,1.09,1
1893,The Lord of the Rings: The Third Age,PS2 GC GBA,2004,Role-Playing,Electronic Arts,0.87,0.14,0,0.09,1.09,1
1894,Shaun Palmer's Pro Snowboarder,PS2 GBA,2001,Sports,Codemasters,0.62,0.38,0,0.1,1.09,1
1895,SingStar Queen,PS2 PS3,2009,Misc,Sony Computer Entertainment,0.19,0.38,0,0.52,1.08,1
1896,Glover,N64 PS,1998,Platform,Hasbro Interactive,0.81,0.23,0,0.02,1.08,1
1897,Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,0
1898,Hitman: Blood Money,PS2 X360 XB PC,2006,Action,Eidos Interactive,0.65,0.31,0.01,0.11,1.08,1
1899,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08,0
1900,All Star Cheer Squad,Wii DS,2008,Sports,THQ,0.69,0.29,0,0.1,1.08,1
1901,Fisherman's Bass Club,PS2,2002,Sports,Agetec,0.53,0.41,0,0.14,1.08,0
1902,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.48,0.32,0.2,0.09,1.08,0
1903,Joust,2600,1982,Platform,Atari,1.01,0.06,0,0.01,1.08,0
1904,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2 GBA GC XB,2004,Action,Konami Digital Entertainment,0.7,0.33,0,0.08,1.08,1
1905,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0,0.02,1.08,0
1906,Spore Creatures,DS,2008,Simulation,Electronic Arts,0.67,0.3,0,0.11,1.08,0
1907,Disney's Lilo & Stitch,GBA,2002,Platform,Ubisoft,0.77,0.29,0,0.02,1.08,0
1908,Mortal Kombat Mythologies: Sub-Zero,PS N64,1997,Fighting,GT Interactive,0.7,0.33,0,0.04,1.08,1
1909,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0,0,1,0.07,1.07,0
1910,Super Princess Peach,DS,2005,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07,0
1911,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07,0
1912,Resonance of Fate,PS3 X360,2010,Role-Playing,Sega,0.32,0.35,0.3,0.12,1.07,1
1913,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0,0.34,1.07,0
1914,Virtua Fighter,SAT,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07,0
1915,Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,0,0.98,0,0.09,1.07,0
1916,ZombiU,WiiU PS4,2012,Action,Ubisoft,0.53,0.4,0.06,0.09,1.07,1
1917,NFL 2K2,PS2 XB,2001,Sports,Sega,0.57,0.38,0,0.12,1.07,1
1918,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,0
1919,The Saboteur,X360 PS3 PC,2009,Action,Electronic Arts,0.46,0.48,0,0.14,1.07,1
1920,Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,1.07,0
1921,Jak and Daxter: The Lost Frontier,PSP PS2,2009,Platform,Sony Computer Entertainment,0.4,0.44,0,0.21,1.07,1
1922,Go Diego Go! Great Dinosaur Rescue,Wii DS,2008,Action,Take-Two Interactive,0.97,0.03,0,0.07,1.07,1
1923,LEGO Racers,N64 PS,1999,Racing,LEGO Media,0.71,0.32,0,0.03,1.07,1
1924,Spyro: A Hero's Tail,PS2 GC XB,2004,Platform,Vivendi Games,0.65,0.34,0,0.1,1.07,1
1925,Tiger Woods PGA Tour 13,PS3 X360,2012,Sports,Electronic Arts,0.53,0.4,0,0.13,1.06,1
1926,Angry Birds Trilogy,3DS X360 PS3,2012,Action,Activision,0.68,0.28,0,0.09,1.06,1
1927,R.U.S.E.,PS3 PC X360,2010,Strategy,Ubisoft,0.34,0.53,0.02,0.17,1.06,1
1928,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,0
1929,Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0,0.14,1.06,0
1930,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0,1.06,0
1931,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01,1.06,0
1932,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,0,0,0.99,0.07,1.06,0
1933,Junior Brain Trainer,DS,2008,Misc,GSP,0.23,0.74,0,0.1,1.06,0
1934,F.E.A.R. 3,PS3 X360 PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.55,0.36,0.02,0.14,1.06,1
1935,NCAA Football 99,PS,1998,Sports,Electronic Arts,0.59,0.4,0,0.07,1.06,0
1936,SSX On Tour,PS2 PSP GC XB,2005,Sports,Electronic Arts,0.68,0.28,0,0.1,1.06,1
1937,Bee Movie Game,DS Wii X360 PS2,2007,Action,Activision,0.93,0.05,0,0.08,1.06,1
1938,Puzzler Collection,DS Wii,2008,Puzzle,Ubisoft,0.22,0.79,0,0.04,1.06,1
1939,Pictionary,Wii DS,2010,Puzzle,THQ,0.71,0.26,0,0.09,1.06,1
1940,Major League Baseball 2K12,X360 PS3 Wii PSP DS PC,2012,Sports,Take-Two Interactive,1,0,0,0.07,1.06,1
1941,Adventure Island,NES,1986,Platform,Hudson Soft,0,0,1.05,0,1.05,0
1942,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,0
1943,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0,0.02,1.05,0
1944,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.49,0,0.11,1.05,0
1945,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0,0.03,1.05,0
1946,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0,0,1.04,0.01,1.05,0
1947,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0,0,1.05,0,1.05,0
1948,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05,0
1949,Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05,0
1950,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05,0
1951,Medal of Honor: Underground,PS GBA,2000,Shooter,Electronic Arts,0.59,0.39,0,0.06,1.05,1
1952,Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01,1.05,0
1953,Transformers: Dark of the Moon,PS3 X360 3DS Wii,2011,Action,Activision,0.5,0.43,0,0.14,1.05,1
1954,Backyard Baseball,PS2 GBA GC,2004,Sports,Atari,0.65,0.33,0,0.07,1.05,1
1955,NASCAR 09,PS2 PS3 X360,2008,Racing,Electronic Arts,0.71,0.21,0,0.11,1.04,1
1956,Karaoke Revolution Presents American Idol Encore,Wii PS2 X360 PS3,2008,Misc,Konami Digital Entertainment,0.79,0.15,0,0.1,1.04,1
1957,Colin McRae Rally 04,PS2 XB,2003,Racing,Codemasters,0.09,0.73,0.01,0.21,1.04,1
1958,Breath of Fire III,PS PSP,1997,Role-Playing,Capcom,0.29,0.22,0.46,0.08,1.04,1
1959,Marvel vs. Capcom 2: New Age of Heroes,PS2 DC XB,2002,Fighting,Capcom,0.4,0.27,0.28,0.08,1.04,1
1960,ZhuZhu Pets,DS,2010,Simulation,Activision,0.68,0.27,0,0.09,1.04,0
1961,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04,0
1962,WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0,0.22,1.04,0
1963,NHL Hitz 20-02,PS2 XB GC,2001,Sports,Midway Games,0.64,0.32,0,0.09,1.04,1
1964,Catherine,PS3 X360,2011,Adventure,Deep Silver,0.5,0.21,0.23,0.09,1.04,1
1965,Vanquish,PS3 X360,2010,Shooter,Sega,0.4,0.39,0.14,0.13,1.04,1
1966,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,0
1967,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04,0
1968,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,0
1969,Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,0
1970,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04,0
1971,Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.52,0.06,0.41,0.05,1.04,0
1972,Monster Jam: Urban Assault,Wii DS PS2 PSP,2008,Racing,Activision,0.9,0.05,0,0.09,1.03,1
1973,MX vs. ATV: Alive,X360 PS3,2011,Racing,THQ,0.61,0.29,0,0.12,1.03,1
1974,Star Wars: Clone Wars,PS2 GC XB,2002,Shooter,LucasArts,0.65,0.3,0,0.07,1.03,1
1975,Legends of Wrestling,PS2 XB GC,2001,Fighting,Acclaim Entertainment,0.57,0.35,0,0.1,1.03,1
1976,Pinball Hall of Fame: The Williams Collection,Wii PS3 X360 PSP 3DS,2008,Misc,System 3 Arcade Software,0.91,0.04,0,0.09,1.03,1
1977,Burnout Legends,PSP DS,2005,Racing,Electronic Arts,0.85,0.08,0,0.1,1.03,1
1978,Dynasty Warriors: Gundam 2,PS3 PS2 X360,2008,Action,Namco Bandai Games,0.2,0.13,0.65,0.05,1.03,1
1979,Full Spectrum Warrior,XB PS2,2004,Strategy,THQ,0.69,0.27,0,0.07,1.03,1
1980,Condemned 2: Bloodshot,X360 PS3,2008,Action,Sega,0.55,0.35,0,0.13,1.03,1
1981,Alice in Wonderland,Wii DS,2010,Adventure,Disney Interactive Studios,0.54,0.39,0,0.1,1.03,1
1982,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.45,0.46,0,0.11,1.02,0
1983,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08,1.02,0
1984,Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02,0
1985,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02,0
1986,Inazuma Eleven 3,DS 3DS,2010,Role-Playing,Level 5,0,0.08,0.93,0.01,1.02,1
1987,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.02,0
1988,NHL 2K10,Wii PS2 PS3 X360,2009,Sports,Take-Two Interactive,0.74,0.18,0,0.1,1.02,1
1989,Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3,1.01,0
1990,God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,1.01,0
1991,NHL 09,X360 PS3 PS2 PC,2008,Sports,Electronic Arts,0.81,0.11,0,0.09,1.01,1
1992,The Legend of Spyro: The Eternal Night,PS2 DS Wii,2007,Platform,Vivendi Games,0.71,0.21,0,0.1,1.01,1
1993,Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,0
1994,NFL Blitz 2001,PS N64,2000,Sports,Midway Games,0.67,0.29,0,0.04,1.01,1
1995,Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,0,0,1.01,0,1.01,0
1996,Championship Manager 3,PC,2003,Sports,Eidos Interactive,0,0.93,0,0.08,1.01,0
1997,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,0
1998,Fantastic 4,PS2 XB GC,2005,Action,Activision,0.8,0.12,0,0.09,1.01,1
1999,The Adventures of Tintin: The Game,Wii PS3 X360 3DS,2011,Action,Ubisoft,0.31,0.56,0,0.14,1.01,1
2000,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,0.56,0.38,0,0.07,1.01,0
2001,X-Men: The Official Game,PS2 X360 GC DS XB GBA,2006,Action,Activision,0.71,0.24,0,0.07,1.01,1
2002,Gauntlet Legends,N64 PS,1999,Action,Midway Games,0.69,0.28,0,0.04,1.01,1
2003,Pirates of the Caribbean: Dead Man's Chest,GBA PSP DS,2006,Adventure,Disney Interactive Studios,0.81,0.14,0,0.05,1.01,1
2004,Mortal Kombat: Shaolin Monks,PS2 XB,2005,Action,Midway Games,0.81,0.09,0,0.1,1,1
2005,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,0.56,0.38,0,0.07,1,0
2006,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0,1,0
2007,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1,0
2008,1942,NES,1985,Shooter,Capcom,0.65,0.14,0.21,0,1,0
2009,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1,0
2010,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,1,0
2011,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,1,0
2012,Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.04,0.01,0.08,1,0
2013,Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1,0
2014,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1,0
2015,Game & Watch Gallery,GB,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1,0
2016,NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1,0
2017,Excitebike 64,N64,2000,Racing,Nintendo,0.65,0.15,0.19,0.01,1,0
2018,Ms. Pac-Man Maze Madness,GBA PS,2004,Puzzle,Zoo Digital Publishing,0.65,0.32,0,0.04,1,1
2019,Jeremy McGrath Supercross 2000,PS N64,2000,Racing,Acclaim Entertainment,0.63,0.33,0,0.05,1,1
2020,MLB 16: The Show,PS4 PS3,2016,Action,Sony Computer Entertainment,0.81,0,0,0.19,1,1
2021,Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment,0.55,0.38,0,0.07,1,0
2022,Surf's Up,PS2 DS Wii PSP X360 PS3,2007,Sports,Ubisoft,0.69,0.17,0,0.11,0.99,1
2023,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,0
2024,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.28,0,0.19,0.99,0
2025,Littlest Pet Shop: Winter,DS,2008,Simulation,Electronic Arts,0.59,0.31,0,0.1,0.99,0
2026,Nicktoons: Attack of the Toybots,PS2 Wii DS,2007,Platform,THQ,0.68,0.19,0,0.09,0.99,1
2027,Batman: Vengeance,PS2 GC GBA,2001,Adventure,Ubisoft,0.6,0.31,0,0.08,0.99,1
2028,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0,0.06,0.99,0
2029,Rampage: Total Destruction,GC PS2 Wii,2006,Action,Midway Games,0.68,0.23,0,0.08,0.99,1
2030,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99,0
2031,CSI: Hard Evidence,Wii X360,2008,Adventure,Ubisoft,0.43,0.45,0,0.11,0.99,1
2032,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99,0
2033,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.49,0.07,0.39,0.05,0.99,0
2034,NHL 07,PS2 X360 PSP XB,2006,Sports,Electronic Arts,0.82,0.06,0,0.11,0.98,1
2035,World Series of Poker,PS2 XB PSP GC,2005,Misc,Activision,0.81,0.07,0,0.09,0.98,1
2036,The Black Eyed Peas Experience,Wii X360,2011,Misc,Ubisoft,0.59,0.3,0,0.09,0.98,1
2037,Speed Racer: The Videogame,Wii DS PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.75,0.15,0,0.09,0.98,1
2038,Mafia,PS2 XB PC,2004,Action,Illusion Softworks,0.51,0.36,0,0.11,0.98,1
2039,AMF Bowling Pinbusters!,Wii DS,2007,Sports,Bethesda Softworks,0.91,0,0,0.07,0.98,1
2040,Scribblenauts: Unlimited,3DS WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.81,0.1,0,0.07,0.98,1
2041,The BIGS 2,Wii X360 PS2 PS3 PSP DS,2009,Sports,Take-Two Interactive,0.81,0.1,0,0.09,0.98,1
2042,Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,0
2043,Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98,0
2044,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98,0
2045,Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.02,0.86,0.01,0.98,0
2046,Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.56,0.33,0,0.08,0.97,0
2047,Donkey Kong Junior,2600,1981,Platform,Atari,0.9,0.05,0,0.01,0.97,0
2048,Ty the Tasmanian Tiger 2: Bush Rescue,PS2 GC GBA XB,2004,Platform,Electronic Arts,0.58,0.29,0,0.08,0.97,1
2049,Knockout Kings 2001,PS2 PS,2001,Fighting,Electronic Arts,0.51,0.36,0,0.1,0.97,1
2050,Def Jam Rapstar,Wii PS3 X360,2010,Misc,Konami Digital Entertainment,0.81,0.1,0,0.07,0.97,1
2051,de Blob,Wii,2008,Platform,THQ,0.5,0.37,0,0.1,0.97,0
2052,Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,0
2053,Dynasty Warriors: Strikeforce,PSP PS3 X360,2009,Action,Ubisoft Annecy,0.27,0.17,0.47,0.07,0.97,1
2054,Tales of Zestiria,PS3 PS4,2015,Role-Playing,Namco Bandai Games,0.21,0.24,0.44,0.09,0.97,1
2055,Cabela's Deer Hunt: 2004 Season,PS2 XB,2003,Sports,Activision Value,0.53,0.34,0,0.11,0.97,1
2056,MTV Celebrity Deathmatch,PS2 XB,2003,Fighting,Gotham Games,0.53,0.34,0,0.11,0.97,1
2057,Guitar Hero: Van Halen,X360 Wii PS3 PS2,2009,Misc,Activision,0.49,0.35,0,0.11,0.97,1
2058,NASCAR Heat 2002,PS2 XB GBA,2001,Racing,Infogrames,0.56,0.31,0,0.09,0.96,1
2059,FIFA Soccer 2002,PS2 GC PS,2001,Sports,Electronic Arts,0.53,0.34,0,0.09,0.96,1
2060,Boogie,Wii DS PS2,2007,Misc,Electronic Arts,0.77,0.1,0,0.08,0.96,1
2061,MotoGP 08,PS3 X360 PS2,2008,Racing,Capcom,0.19,0.44,0,0.33,0.96,1
2062,Kill.Switch,PS2 XB GBA,2003,Shooter,Sony Computer Entertainment,0.54,0.33,0,0.1,0.96,1
2063,One Piece: Pirate Warriors 3,PS4 PS3 PSV,2015,Action,Namco Bandai Games,0.08,0.38,0.42,0.08,0.96,1
2064,Rayman 2: The Great Escape,N64 PS,1999,Platform,Ubisoft,0.58,0.34,0,0.04,0.96,1
2065,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96,0
2066,Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96,0
2067,F1 2013,PS3 X360,2013,Racing,Codemasters,0.02,0.73,0.03,0.18,0.96,1
2068,Tokimeki Memorial: Forever with You,PS SAT,1995,Simulation,Konami Digital Entertainment,0,0,0.93,0.04,0.96,1
2069,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,0
